店舗名称,エリア,券種,place_name,formatted_address,lat,lng,category
時計宝石眼鏡ムカイダ,新飯塚,paper,メガネのムカイダ,〒820-0005 福岡県飯塚市新飯塚６−３,33.643836,130.693197,健康・医療
うりゅう鍼灸院,鯰田,paper,うりゅう鍼灸院,〒820-0001 福岡県飯塚市鯰田５６４−６,33.6681807,130.7061103,健康・医療
WHISKY AJOTSSI,飯塚,paper,WHISKY AJOTSSI,〒820-0041 福岡県飯塚市飯塚１２−１８,33.6368782,130.6850516,店舗
スーパーASO 潤野店,潤野,paper,スーパーASO 潤野店,〒820-0021 福岡県飯塚市潤野５２,33.6309319,130.661119,飲食店
カレーハウスCoCo壱番屋飯塚柏の森店,柏の森,paper,カレーハウス CoCo壱番屋 飯塚柏の森店,〒820-0011 福岡県飯塚市柏の森１５３番地３,33.6429596,130.7038666,飲食店
セブンイレブン飯塚川津店,川津,paper,セブン-イレブン 飯塚川津店,〒820-0067 福岡県飯塚市川津３５９−２,33.6473579,130.6760038,コンビニ
パリミキ ゆめタウン飯塚店,菰田西,paper,パリミキ ゆめタウン飯塚店,〒820-0017 福岡県飯塚市菰田西３丁目６−１ ゆめタウン飯塚 ２階,33.6326269,130.6852821,健康・医療
炭火串焼弥一,新飯塚,paper,炭火串焼 弥一,〒820-0005 福岡県飯塚市新飯塚１５−４,33.6434194,130.6922611,飲食店
大庭電器,鯰田,paper,Panasonic shop 大庭電器,〒820-0001 福岡県飯塚市鯰田２３１６−１０,33.6616586,130.6982859,生活雑貨
魚茂鮮魚店,飯塚,paper,飯塚 魚茂鮮魚店,〒820-0041 福岡県飯塚市飯塚１８−２,33.6370096,130.684746,飲食店
きど葬祭やまさ飯塚斎場,潤野,paper,（有）きど葬祭 やまさ飯塚斎場,〒820-0021 福岡県飯塚市潤野８６０−１,33.6328118,130.6620609,葬儀場
コーヒーミルククレイジー,柏の森,paper,コーヒーミルククレイジー,〒820-0011 福岡県飯塚市柏の森６０５−１３,33.6410866,130.6965402,カフェ
焼肉ソウル,川津,paper,焼肉 ソウル（飯塚）,〒820-0067 福岡県飯塚市川津１５１−１,33.653509,130.6803373,飲食店
ひよ子本舗吉野堂 ゆめタウン飯塚店,菰田西,paper,ひよ子 ゆめタウン飯塚店,〒820-0017 福岡県飯塚市菰田西３丁目６−１,33.6325403,130.6852944,飲食店
炭火居酒屋やっぽい,新飯塚,paper,炭火居酒屋 やっぽい,〒820-0005 福岡県飯塚市新飯塚１４−２,33.6439346,130.6918841,飲食店
スーパー川食鯰田店,鯰田,paper,スーパー川食 食彩館 鯰田店,〒820-0001 福岡県飯塚市鯰田１９５９,33.666816,130.7014871,飲食店
魚佐,飯塚,paper,魚佐,〒820-0041 福岡県飯塚市飯塚１０−２６,33.63635550000001,130.6862098,飲食店
牛角飯塚店,潤野,paper,牛角 飯塚店,〒820-0088 福岡県飯塚市弁分159ｰ8,33.6230329,130.6670696,飲食店
ドラッグストアコスモス柏の森店,柏の森,paper,ドラッグストアコスモス 柏の森店,〒820-0011 福岡県飯塚市柏の森６０７−３,33.6402889,130.6967437,ドラッグストア
和食レストランニューいいづか・大助うどん,川津,paper,大助うどん 川津店,〒820-0067 福岡県飯塚市川津３５７−３ ニューいいづか 1F,33.646901,130.6758446,飲食店
マックハウスゆめタウン飯塚店,菰田西,paper,マックハウス ゆめタウン飯塚店,〒820-0017 福岡県飯塚市菰田西３丁目６−１ ゆめタウン飯塚 2F,33.6303356,130.6853387,衣料品店
手づくりケーキラ・パレット,新飯塚,paper,パティスリー ラ・パレット,〒820-0005 福岡県飯塚市新飯塚６−１ 花宅ビル,33.6434746,130.6932343,ベーカリー
くまがい釣具,鯰田,paper,くまがい釣具,〒820-0001 福岡県飯塚市鯰田４６１−９,33.6637714,130.7075826,店舗
インテリアクラヤ,飯塚,paper,（株）クラヤ インテリア,〒820-0041 福岡県飯塚市飯塚１２−１２−９,33.6370942,130.6861141,生活雑貨
くすりのハッピー 潤野店,潤野,paper,くすりのハッピー 潤野店,〒820-0021 福岡県飯塚市潤野８８５−３３,33.6350076,130.665431,ドラッグストア
ドラッグストアコスモス近大前店,柏の森,paper,ドラッグストアコスモス 近大前店,〒820-0011 福岡県飯塚市柏の森１−４０,33.646176,130.711736,ドラッグストア
東洋ドライ 川津店,川津,paper,（株）東洋ドライ（クリーニング）川津店,〒820-0067 福岡県飯塚市川津１４９−１,33.6533918,130.6806087,クリーニング
マルイチ商会,菰田西,paper,マルイチ商会,〒820-0017 福岡県飯塚市菰田西３丁目４−１,33.6314038,130.6866424,その他
赤崎牛ダイニング リヤン,新飯塚,paper,"赤崎牛直営店“le lien""Charcoal Restaurant",〒820-0005 福岡県飯塚市新飯塚７−２２,33.642606,130.693343,飲食店
しらゆり会館飯塚・鯰田会場,鯰田,paper,しらゆり会館 飯塚・鯰田会場,〒820-0001 福岡県飯塚市鯰田２３２４−１,33.6607124,130.698298,葬儀場
倉掛米穀店,飯塚,paper,倉掛米穀店,〒820-0041 福岡県飯塚市飯塚１２−２０,33.63686,130.6849358,飲食店
茶寮このみ,潤野,paper,日本料理 茶寮このみ,〒820-0021 福岡県飯塚市潤野１３２７−１,33.6402849,130.6593679,飲食店
サーティワンアイスクリーム飯塚かやの森店,柏の森,paper,サーティワンアイスクリーム 飯塚かやの森店,〒820-0011 福岡県飯塚市柏の森56ｰ1,33.6435341,130.7036883,ベーカリー
東洋ドライ ハローデイ店,川津,paper,（株）東洋ドライ（クリーニング）ハローデイ店,〒820-0067 福岡県飯塚市川津６８０−５,33.651337,130.6727512,クリーニング
まるまんフィオーレ,菰田西,paper,まるまんフィオーレゆめタウン飯塚店,〒822-0017 福岡県飯塚市菰田西３丁目６−１ ゆめタウン飯塚 1階,33.6326269,130.6852821,店舗
のがみプレジデントホテル 中国料理のがみ大飯店,新立岩,paper,中国料理 のがみ大飯店,〒820-0004 福岡県飯塚市新立岩１２−３７,33.64584019999999,130.690451,飲食店
セブンイレブン飯塚鯰田上町店,鯰田,paper,セブンイレブン 飯塚鯰田上町店,〒820-0001 福岡県飯塚市鯰田１９５６−３,33.6668973,130.7001277,コンビニ
餃子とサワー 月光,飯塚,paper,餃子とサワー月光,〒820-0041 福岡県飯塚市飯塚３−３,33.6385362,130.6872746,飲食店
茶楽館この葉,潤野,paper,㈱内藤園 茶楽館 この葉,〒820-0021 福岡県飯塚市潤野８８５−６８,33.6346897,130.6651114,カフェ
サウンドダイニング音色,柏の森,paper,サウンドダイニング 音色,〒820-0011 福岡県飯塚市柏の森５００−２ ダイマルコーポ柏の森 A号,33.6391831,130.6987641,バー
チキン屋とりまる,川津,paper,チキン屋 とり○（とりまる）,〒820-0067 福岡県飯塚市川津357_3,33.6468617,130.6759937,飲食店
宮脇書店 ゆめタウン飯塚店,菰田西,paper,宮脇書店 ゆめタウン飯塚店,〒820-0017 福岡県飯塚市菰田西３丁目６−１ ゆめタウン飯塚 2階,33.6326269,130.6852821,書店
のがみプレジデントホテル 和食処 日本海,新立岩,paper,和食処 日本海,〒820-0004 福岡県飯塚市新立岩１２−３７,33.6456501,130.6901427,飲食店
システムハウジングタイセイ,鯰田,paper,（有）システムハウジングタイセイ,〒820-0001 福岡県飯塚市鯰田１７１６−１,33.6664192,130.7021469,電気工事
肉の神戸屋,飯塚,paper,肉の神戸屋,〒820-0042 福岡県飯塚市本町１２−２０ 東町商店街内,33.6369194,130.6849213,飲食店
食事処 桜道場,潤野,paper,食事処 桜道場,〒820-0021 福岡県飯塚市潤野８−７５,33.6337926,130.6672893,飲食店
エステサロン シャルール,柏の森,paper,Chaleur（シャルール）,〒820-0011 福岡県飯塚市柏の森４７３−６,33.6378002,130.6999916,美容室
手打うどん・レンストランなごし,川津,paper,手打うどん&レストラン NAGOSHI（なごし）,〒820-0067 福岡県飯塚市川津２６−１,33.6563801,130.6828485,飲食店
山下建材工業(株),菰田西,paper,山下建材工業（株）,〒820-0017 福岡県飯塚市菰田西３丁目１１−１６,33.6341784,130.6891355,その他
のがみプレジデントホテル,新立岩,paper,のがみプレジデントホテル,〒820-0004 福岡県飯塚市新立岩１２−３７,33.6456476,130.6901457,宿泊施設
ダイヤゴルフセンター,鯰田,paper,ダイヤゴルフセンター,〒820-0001 福岡県飯塚市鯰田５８６−１,33.6688443,130.7090371,その他
酒香彩菜さわらび,飯塚,paper,酒香彩菜さわらび,〒820-0041 福岡県飯塚市飯塚４−１２ せいきんビル 1階,33.6371575,130.6867584,飲食店
ブランジェリーシュシュ,潤野,paper,シュシュ,〒820-0021 福岡県飯塚市潤野９９４−３,33.6331258,130.6617012,ベーカリー
かやのもり音楽Cafｅ Ｓｉｎｏｓ,柏の森,paper,かやのもり音楽Cafe Sinos シーノス,〒820-0011 福岡県飯塚市柏の森92−３５０,33.6426632,130.7091143,カフェ
内藤園ハローデイ九工大前店,川津,paper,内藤園 支店ハローデイ九工大前,〒820-0067 福岡県飯塚市川津６８０−５,33.6509185,130.672482,飲食店
八女茶の西村園茶舗 ゆめタウン飯塚店,菰田西,paper,西村園茶舗,〒820-0017 福岡県飯塚市菰田西３丁目６−１,33.6325403,130.6852944,飲食店
古谷金物店,新立岩,paper,（株）古谷金物店,〒820-0004 福岡県飯塚市新立岩１３−８,33.6450558,130.6892881,店舗
肉のなかむら,鯰田,paper,肉のなかむら(あかね工房）,〒820-0001 福岡県飯塚市鯰田７６−１,33.6560633,130.7139877,飲食店
食料品の進藤,飯塚,paper,進藤食料品店,〒820-0042 福岡県飯塚市本町１２−１６,33.6373966,130.6852412,飲食店
萬亀,潤野,paper,萬亀,〒820-0021 福岡県飯塚市潤野９７１−８０,33.6362582,130.6631457,飲食店
志ののめ,柏の森,paper,志ののめ - YAMADORA -,〒820-0011 福岡県飯塚市柏の森５２０−２０,33.6404244,130.6981142,飲食店
くすりのハッピー川津店,川津,paper,くすりのハッピー 川津店,〒820-0067 福岡県飯塚市川津２６６−２,33.6499649,130.6784046,ドラッグストア
ゆめタウン飯塚,菰田西,paper,ゆめタウン飯塚,〒820-0017 福岡県飯塚市菰田西３丁目６−１,33.6320873,130.6850743,shopping_mall
アルソア Ｄｏ,立岩,paper,アルソア Do(ドゥ),〒820-0003 福岡県飯塚市立岩１５０６−１２,33.6484969,130.6911146,店舗
ATAGOふれあいマーケット,鯰田,paper,ATAGOふれあいマーケット,〒820-0001 福岡県飯塚市鯰田２５２５,33.6526674,130.7022013,飲食店
鮨安,飯塚,paper,鮨安（すしやす）,〒820-0041 福岡県飯塚市飯塚４−５,33.637253,130.687601,飲食店
めし屋ーHAKUー,潤野,paper,めし屋 ~HAKU~,〒820-0021 福岡県飯塚市潤野９９６,33.6335962,130.661605,飲食店
シャトレーゼ柏の森店,柏の森,paper,シャトレーゼ 柏の森店,〒820-0011 福岡県飯塚市柏の森８−５,33.6452052,130.7104171,ベーカリー
ハーデンベルギア,川津,paper,ハーデンベルギア,〒820-0067 福岡県飯塚市川津３９５−１,33.6495359,130.6771407,飲食店
メガネのヨネザワ ゆめタウン飯塚店,菰田西,paper,メガネのヨネザワ ゆめタウン飯塚店,〒820-0017 福岡県飯塚市菰田西３丁目６−１,33.6326269,130.6852821,健康・医療
飯塚ツバメプロパン㈱,立岩,paper,飯塚ツバメプロパン(株),〒820-0003 福岡県飯塚市立岩１１２６,33.6459205,130.6975506,その他
ヨガ、エステサロンs.f &c野上愛子,鯰田,paper,Yoga salon. エステsalon,〒820-0001 福岡県飯塚市鯰田２４２３−４,33.6554092,130.6980521,美容室
サロンドボーテ スミレ,飯塚,paper,サロンドボーテスミレ,〒820-0041 福岡県飯塚市飯塚１９−１８,33.6371766,130.6832653,美容室
メリーズラム,潤野,paper,メリーズラム,〒820-0021 福岡県飯塚市潤野１３１３−１,33.64023460000001,130.6578263,生活雑貨
セブンイレブン飯塚柏の森店,柏の森,paper,セブン-イレブン 飯塚柏の森店,〒820-0011 福岡県飯塚市柏の森５３１−１,33.641351,130.6984932,コンビニ
華さん食堂飯塚店,川津,paper,華さん食堂 飯塚店,〒820-0067 福岡県飯塚市川津４２８−１,33.6478552,130.6738773,飲食店
Life Clip(ライフクリップ),菰田西,paper,Life Clip（ライフクリップ）,〒820-0017 福岡県飯塚市菰田西３丁目６−１ ゆめタウン飯塚 ２F,33.631195,130.6855917,店舗
焼肉王城飯塚店,立岩,paper,焼肉王城飯塚店,〒820-0003 福岡県飯塚市立岩１１２６−８,33.6457882,130.6973007,飲食店
ヘアーサロンムラカミ,鯰田,paper,ムラカミ理容,〒820-0001 福岡県飯塚市鯰田５５２−２,33.668001,130.7080883,美容室
セブンイレブン飯塚明治橋店,飯塚,paper,セブン-イレブン 飯塚明治橋店,〒820-0041 福岡県飯塚市飯塚２０−１７,33.6371495,130.6828773,コンビニ
林檎の木,潤野,paper,林檎の木 りんご飴専門店,〒820-0021 福岡県飯塚市潤野８８５−３０ 竜王ハイツ,33.6348204,130.6667333,飲食店
居酒屋専科大樹,柏の森,paper,居酒屋専科大樹,〒820-0011 福岡県飯塚市柏の森５３９−２,33.6416632,130.6976078,飲食店
ハッピー薬局川津店,川津,paper,ハッピー薬局 川津店,〒820-0067 福岡県飯塚市川津２６６−２,33.6499834,130.6785617,ドラッグストア
渡辺果実店,菰田西,paper,渡辺果実店,〒820-0017 福岡県飯塚市菰田西２丁目２−３１,33.6286938,130.6882939,飲食店
クイックショット,立岩,paper,【出張PCクリニック】クイックショット,〒820-0003 福岡県飯塚市立岩１２４４−１６ 1244番地16,33.6504356,130.6964265,その他
いづみや,西徳前,paper,肉のいづみや,〒820-0031 福岡県飯塚市西徳前９−１６,33.6361092,130.6786918,飲食店
寿し割烹 たけ志,飯塚,paper,寿し割烹たけ志,〒820-0041 福岡県飯塚市飯塚４−１２,33.63712,130.686856,飲食店
メガネのＷＡＤＡ,潤野,paper,（株）メガネのWADA,〒820-0021 福岡県飯塚市潤野３１５−１,33.6301916,130.655872,健康・医療
小さなゆめ,柏の森,paper,小さなゆめ,〒820-0011 福岡県飯塚市柏の森９５３−２,33.6417044,130.6966588,衣料品店
(株)バイタルリソース応用研究所,川津,paper,（株）バイタルリソース応用研究所,〒820-0067 福岡県飯塚市川津６８０−４１,33.6510286,130.6710338,その他
やきとり 幸ちゃん,下三緒,paper,やきとり 幸ちゃん（こうちゃん）,〒820-0012 福岡県飯塚市下三緒３５−３２５,33.6363052,130.7119259,飲食店
Café＆Restaurant Salute（サルーテ）,立岩,paper,cafe & restaurant SALUTE(サルーテ),〒820-0003 福岡県飯塚市立岩１６６８,33.6499867,130.6904614,カフェ
珈琲焙煎工房 まめや福岡ユタカ,西徳前,paper,焙煎工房 まめや福岡 ユタカ,〒820-0031 福岡県飯塚市西徳前４−３７,33.6378808,130.6803088,飲食店
学生服のタナカ,飯塚,paper,学生服のタナカ,〒820-0041 福岡県飯塚市飯塚５−３３,33.6360658,130.6866556,衣料品店
飛鳥会館,片島,paper,飛鳥会館 飯塚斎場,〒820-0068 福岡県飯塚市片島１丁目７−２９,33.6423221,130.6764883,葬儀場
鉄板焼 梛座,柏の森,paper,鉄板焼 梛座 ーnagizaー,〒820-0011 福岡県飯塚市柏の森９２−３２,33.64335380000001,130.7085129,飲食店
福寿し,川津,paper,福寿し,〒820-0067 福岡県飯塚市川津３６０−１,33.6470431,130.6764403,飲食店
コヤンサラム,下三緒,paper,ギョンサンド,〒820-0005 福岡県飯塚市新飯塚２０−２５ TSビル 101,33.6450096,130.6905122,飲食店
寺子屋 ZEN,立岩,paper,寺子屋ZEN,〒820-0003 福岡県飯塚市立岩１３４７−１,33.6478886,130.6942962,その他
庄屋飯塚店,西徳前,paper,和食レストラン 庄屋 飯塚店,〒820-0031 福岡県飯塚市西徳前１４−３３６−２４,33.6373367,130.6759066,飲食店
高取金物店,飯塚,paper,高取金物店,〒820-0041 福岡県飯塚市飯塚１１−２３,33.63675,130.685787,店舗
㈱エコライフ福岡,片島,paper,株式会社ｴｺﾗｲﾌ福岡,〒820-0068 福岡県飯塚市片島３丁目１６−２６,33.6471086,130.6784332,飲食店
Dr Hair Smiley,柏の森,paper,Dr.Hair Smiley,〒820-0011 福岡県飯塚市柏の森４７３−１,33.6379363,130.7002721,美容室
本格インド料理ルパ飯塚店,川津,paper,本場インド料理 ルパ 飯塚店,〒820-0067 福岡県飯塚市川津２０２−１,33.6522548,130.679306,飲食店
セブンイレブン飯塚下三緒店,下三緒,paper,セブン-イレブン 飯塚下三緒店,〒820-0012 福岡県飯塚市下三緒２９６−８,33.634842,130.704977,コンビニ
ツルハドラッグ新飯塚店,立岩,paper,ツルハドラッグ 新飯塚店,〒820-0003 福岡県飯塚市立岩964番32,33.6439725,130.696343,ドラッグストア
グーテンターク,西町,paper,グーテンターク,〒820-0043 福岡県飯塚市西町７−４３,33.6411553,130.6775953,飲食店
田中糸店,飯塚,paper,田中糸店,〒820-0041 福岡県飯塚市飯塚１２−１１,33.637064,130.685804,店舗
玉翠堂,片島,paper,玉翠堂,〒820-0068 福岡県飯塚市片島２丁目１−１５,33.644705,130.684878,その他
サイクルセンターはらぐち,柏の森,paper,サイクルセンター はらぐち,〒820-0011 福岡県飯塚市柏の森１０３８−１１,33.642322,130.698192,店舗
セブンイレブン飯塚幸袋店,幸袋,paper,セブン-イレブン 飯塚幸袋店,〒820-0066 福岡県飯塚市幸袋２１８−７,33.6603044,130.6838243,コンビニ
武田商店,下三緒,paper,武田商店,〒820-0012 福岡県飯塚市下三緒１−３２,33.6337124,130.7157043,店舗
ＢＡＲＢＥＲひかり,立岩,paper,バーバーひかり,〒820-0003 福岡県飯塚市立岩１３１０−４,33.6477578,130.6947923,美容室
ヘアーグラシューラフィネ 西町店,西町,paper,ヘアーグラシューラフィネ西町本店,〒820-0043 福岡県飯塚市西町４−５３,33.640277,130.680632,美容室
だがしのお店だがシステム,飯塚,paper,だがシステム,〒820-0041 福岡県飯塚市飯塚１２−２０,33.6369308,130.6848722,飲食店
パドドゥ・ル・コトブキ,片島,paper,パドドゥ·ル·コトブキ,〒820-0068 福岡県飯塚市片島１丁目７−６２,33.6437833,130.677825,飲食店
PATISSERIE Doux,柏の森,paper,パティスリードゥー,〒820-0011 福岡県飯塚市柏の森４７３−６,33.6378398,130.6999774,ベーカリー
千鳥屋本家 幸袋店,幸袋,paper,千鳥屋本家 幸袋店,〒820-0066 福岡県飯塚市幸袋８２７−１２,33.6621677,130.6841794,飲食店
喫茶りーぶす,下三緒,paper,りーぶす,〒820-0012 福岡県飯塚市下三緒３５−８４６,33.6387652,130.7131995,カフェ
フードウェイ新飯塚店,立岩,paper,フードウェイ 新飯塚店,〒820-0003 福岡県飯塚市立岩964番地32,33.644149,130.6962701,飲食店
居酒屋 たーぶる,西町,paper,居食屋 たーぶる,〒820-0043 福岡県飯塚市西町７−１２,33.6406467,130.6789132,飲食店
濃厚生乳ソフトクリーム専門店だがソフ,飯塚,paper,だがソフ（濃厚生乳ソフトクリーム専門店）,〒820-0041 福岡県飯塚市飯塚１３−２３,33.6366368,130.6851286,飲食店
第一ボウル,片島,paper,飯塚 第一ボウルランドパーク,〒820-0068 福岡県飯塚市片島１丁目１０−１４,33.6455685,130.6785308,ボウリング
うどんそば処百花亭,柏の森,paper,うどんそば処 百花亭,〒820-0011 福岡県飯塚市柏の森５５−１,33.6432204,130.7069132,飲食店
ちろりん村とくるみの木,幸袋,paper,ちろりん村とくるみの木,〒820-0066 福岡県飯塚市幸袋２３９,33.6602039,130.6847164,飲食店
ＲａｙーｇーＣａｓｔ（レイジーキャスト）,下三緒,paper,レイジーキャスト,〒820-0012 福岡県飯塚市下三緒３２４−１,33.6342338,130.7046077,店舗
焼肉のMr.青木,鶴三緒,paper,和牛専門店 焼肉のMr.青木,〒820-0014 福岡県飯塚市鶴三緒一本木１１１７−１,33.6260928,130.7018819,飲食店
ノエビア新飯塚販売会社,西町,paper,ノエビア 新飯塚営業所,〒820-0043 福岡県飯塚市西町４−１３,33.6397116,130.6796983,店舗
天喜,飯塚,paper,天喜,〒820-0041 福岡県飯塚市飯塚１１−８,33.636531,130.68599,飲食店
中央モータース,片島,paper,中央モータース,〒820-0068 福岡県飯塚市片島２丁目３−８,33.6455174,130.6844872,店舗
(株)本河住建,柏の森,paper,本河住建,〒820-0011 福岡県飯塚市柏の森７５−１,33.6417123,130.7048369,建設・工事
TRIAL GO飯塚幸袋店,幸袋,paper,TRIAL GO 飯塚幸袋店,〒820-0066 福岡県飯塚市幸袋４６４−１,33.6573443,130.684061,飲食店
秋元液化ガス,目尾,paper,秋元液化ガス(株),〒820-0062 福岡県飯塚市目尾５１５−８４,33.6804986,130.6949147,その他
M r.青木精肉店,鶴三緒,paper,和牛専門店 焼肉のMr.青木,〒820-0014 福岡県飯塚市鶴三緒一本木１１１７−１,33.6260928,130.7018819,飲食店
花のフクナガ西町本店,西町,paper,花のフクナガ 穂波店,〒820-0083 福岡県飯塚市秋松９１９,33.6203371,130.6712974,花屋
友成時計店,飯塚,paper,友成時計店,〒820-0041 福岡県飯塚市飯塚１０−３,33.63620420000001,130.6864018,店舗
ドコモショップ飯塚店,片島,paper,ドコモショップ飯塚店,〒820-0068 福岡県飯塚市片島３丁目１６−１５,33.6465029,130.6778703,店舗
祭りばやし,柏の森,paper,祭りばやし,〒820-0011 福岡県飯塚市柏の森54−５４１−６,33.6417334,130.6977756,飲食店
ミュージアムショップ白蓮,幸袋,paper,ショップ白蓮,〒820-0066 福岡県飯塚市幸袋３００,33.6614272,130.6860656,店舗
(株)九酸ガス住設飯塚営業所,目尾,paper,(株)九酸ガス住設,〒820-0062 福岡県飯塚市目尾３９８,33.6716912,130.6984982,その他
飯塚瓦工業,鶴三緒,paper,飯塚瓦工業,〒820-0014 福岡県飯塚市鶴三緒１３３５−５,33.6278246,130.6956404,屋根工事
ビアレストラン Ｂーｓｐｏｔ,西町,paper,ビアレストラン・ビースポット,〒820-0043 福岡県飯塚市西町２−５９ サテライトマンション ２０１,33.6400326,130.680848,バー
ともや玩具店,飯塚,paper,ともや玩具店,〒820-0041 福岡県飯塚市飯塚１２−１４,33.6370358,130.6855536,店舗
Ｈｉｙｏｒｉ,片島,paper,Hiyori（パドドゥ・ル・コトブキ新館）,〒820-0068 福岡県飯塚市片島１丁目８−２０,33.6433792,130.676695,その他
ミシンのオズ西日本ミシン販売,柏の森,paper,西日本ミシン販売（株） 本社営業部,〒820-0011 福岡県飯塚市柏の森６０１−５,33.6458266,130.7022504,その他
雑貨牧場GAYU,菰田東,paper,雑貨牧場GAYU（がゆ）,〒820-0016 福岡県飯塚市菰田東２丁目２２−１３,33.63048500000001,130.6938279,店舗
炭火居酒屋喜楽,目尾,paper,炭火居酒屋 喜楽,〒820-0062 福岡県飯塚市目尾４０２−９,33.6715813,130.698398,飲食店
かほ兵衛の台所,鶴三緒,paper,ファーマーズマーケット｢かほ兵衛の台所｣,〒820-0014 福岡県飯塚市鶴三緒１１５１−１,33.6273699,130.701004,その他
山野愛子どろんこ美容＆Relax Plus,西町,paper,山野愛子どろんこ美容飯塚＆Relax Plus,〒820-0043 福岡県飯塚市西町４−５３ アルカビル 1F,33.6403176,130.6805367,美容室
和風ダイニングとし,飯塚,paper,とし,〒820-0041 福岡県飯塚市飯塚５−４０,33.636758,130.686551,飲食店
三星石油,片島,paper,ENEOS 飯塚 SS (三星石油),〒820-0068 福岡県飯塚市片島２丁目４−１１,33.6462054,130.6842048,ガソリンスタンド
無印良品かやの森,柏の森,paper,無印良品 かやの森,〒820-0011 福岡県飯塚市柏の森 大字柏ノ森字大谷８－５ １Ｆ,33.6453664,130.7108917,衣料品店
肉のつちだ,菰田東,paper,肉のつちだ本店,〒820-0016 福岡県飯塚市菰田東１丁目５−１２,33.629548,130.691351,飲食店
パーマハウスＢｅｅ ＳＨＯＷＥＲ,目尾,paper,PermHouseBee SHOWER,〒820-0062 福岡県飯塚市目尾７６２−１,33.674629,130.702596,美容室
焼肉のすから,鶴三緒,paper,すから,〒820-0014 福岡県飯塚市鶴三緒１４７６−５,33.626212,130.698,飲食店
コトツキ、,花瀬,paper,コトツキ、,〒820-0045 福岡県飯塚市花瀬１４８−２,33.6429678,130.6592291,飲食店
中田友文堂,飯塚,paper,中田友文堂,〒820-0041 福岡県飯塚市飯塚１０−５,33.636067,130.686406,その他
室井酒店,片島,paper,室井酒店,〒820-0068 福岡県飯塚市片島２丁目２１−２２,33.647332,130.68332,店舗
ｙｏｕｒ メルシー,柏の森,paper,菓子工房メルシー,〒820-0608 福岡県嘉穂郡桂川町豆田４４１−３,33.585654,130.6681624,ベーカリー
アエナゆめタウン飯塚店,菰田西,paper,ゆめタウン飯塚,〒820-0017 福岡県飯塚市菰田西３丁目６−１,33.6320873,130.6850743,shopping_mall
ラーメン食堂まねしん坊,目尾,paper,ラーメン食堂 我流まねしん坊,〒820-0062 福岡県飯塚市目尾７８６−１,33.6754129,130.7019639,飲食店
セブンイレブン飯塚鶴三緒店,鶴三緒,paper,セブン-イレブン 飯塚鶴三緒店,〒820-0014 福岡県飯塚市鶴三緒１５４８−２,33.6245528,130.6996706,コンビニ
ジャーマンベーカリー飯塚花瀬店,花瀬,paper,ジャーマンベーカリー 花瀬店,〒820-0045 福岡県飯塚市花瀬７１−１,33.6411598,130.6615121,飲食店
ジーンズショップナカムラ,飯塚,paper,ジーンズショップ ナカムラ,〒820-0041 福岡県飯塚市飯塚１２−２２,33.63700490000001,130.6849193,衣料品店
リンガーハット飯塚水江店,片島,paper,リンガーハット 飯塚水江店,〒820-0068 福岡県飯塚市片島２丁目５−２,33.6520253,130.6834433,飲食店
レストラン明治屋,柏の森,paper,レストラン明治屋,〒820-0011 福岡県飯塚市柏の森４３−７,33.6435302,130.7062911,飲食店
靴の赤靴堂,菰田西,paper,赤靴堂,〒820-0017 福岡県飯塚市菰田西１丁目９−２１,33.628384,130.688262,靴店
セブンイレブン飯塚庄司店,庄司,paper,セブン-イレブン 飯塚庄司店,〒820-0051 福岡県飯塚市庄司３５７−１,33.6769439,130.6714062,コンビニ
寿司海鮮和食処 やますい,鶴三緒,paper,寿司海鮮和食処 やますい,〒820-0014 福岡県飯塚市鶴三緒１０９９−３,33.6274483,130.7010966,飲食店
セブンイレブン飯塚花瀬店,花瀬,paper,セブン-イレブン 飯塚花瀬店,〒820-0045 福岡県飯塚市花瀬１７９−１,33.6414294,130.6593309,コンビニ
にくたま工房Loin,飯塚,paper,にくたま工房 Loin（ロイン）,〒820-0017 福岡県飯塚市飯塚４−３,33.6373748,130.68751,飲食店
手造りバーガーショップ レイダック,片島,paper,手造りバーガーショップ RAY DUCK,〒820-0068 福岡県飯塚市片島２丁目８−９,33.6512294,130.6834551,飲食店
モスバーガー飯塚かやの森店,柏の森,paper,モスバーガー飯塚かやの森店,〒820-0011 福岡県飯塚市柏の森７−１,33.6454146,130.7109203,カフェ
スーパーＡＳＯ昭和通店,菰田西,paper,スーパー麻生 昭和通店,〒820-0017 福岡県飯塚市菰田西２丁目３−３−３４,33.6297403,130.68691,飲食店
アンジョルノカフェ,新飯塚,paper,UN GIORNO CAFE,〒820-0005 福岡県飯塚市新飯塚７−３３,33.6434671,130.6935389,カフェ
スーパーセンタートライアル飯塚店,徳前,paper,スーパーセンタートライアル飯塚店,〒820-0033 福岡県飯塚市徳前４０−１,33.632029,130.683112,ドラッグストア
世界のハンバーグ ポパイ,花瀬,paper,世界のハンバーグ ポパイ,〒820-0045 福岡県飯塚市花瀬２０２−１,33.6416224,130.6573672,飲食店
花のフジモト,飯塚,paper,花のフジモト,〒820-0041 福岡県飯塚市飯塚１３−２１,33.637059,130.684913,花屋
ロイヤルホスト飯塚店,片島,paper,ロイヤルホスト飯塚店,〒820-0068 福岡県飯塚市片島１丁目７−２９,33.6425615,130.6768155,飲食店
